07155001,Ngati Hinekura,Te K?h? T?rewa,"K?h? P? Road, Tuai"
07155002,Ngati Hinekura,Te P?tere,"2084 P?tere Road, Raupunga"
07155003,Pukehore,Te P?tere,"2084 P?tere Road, Raupunga"
07155004,Pukehore,Waimako,"Te Whanaupani Road, (4905 Lake Rd.), SH 38, Tuai"
07155005,Tuwai,Te K?h? T?rewa,"K?h? P? Road, Tuai"
07155006,Tuwai,Te P?tere,"2084 P?tere Road, Raupunga"
07155007,Tuwai,Waimako,"Te Whanaupani Road, (4905 Lake Rd.), SH 38, Tuai"
