06015064,Te Wh?nau a Uruhonea,Te Horo,"Awanui Road, Port Awanui"
06015065,Ng?i Tutekohi,Hauiti,"Hauiti Road, Tolaga Bay"
06015066,Ng?ti Hau,Hinetamatea (Anaura),"Lockwood (Anaura) Road, Tokomaru Bay"
06015067,Ng?ti Ira,?kur?,"Mangahauini Valley Road, Tolaga Bay"
06015068,Ng?ti Ira,Tuatini,"Waitangi Street, Tokomaru Bay"
06015069,Ng?ti Kahukuranui,Hauiti,"Hauiti Road, Tolaga Bay"
06015070,Ng?ti Kahukuranui,Hinemaurea ki Mangatuna,"Mangatuna Road, Tolaga Bay"
06015071,Ng?ti Kahukuranui,?kur?,"Mangahauini Valley Road, Tolaga Bay"
06015072,Ng?ti Patu Whare,Te Rawheoro,"Tauwhareparae Road, Tolaga Bay"
06015073,Ng?ti Wakarara,Hinetamatea (Anaura),"Lockwood (Anaura) Road, Tokomaru Bay"
06015074,Te Aitanga a Hauiti,Hauiti,"Hauiti Road, Tolaga Bay"
06015075,Te Aitanga a Hauiti,Te Rawheoro,"Tauwhareparae Road, Tolaga Bay"
06015076,Te Wh?nau a Ruataupare ki Tokomaru,Pakirikiri,"Beach Road, Tokomaru Bay"
06015077,Te Wh?nau a Ruataupare ki Tokomaru,Tuatini,"Waitangi Street, Tokomaru Bay"
06015078,Te Wh?nau a Ruataupare ki Tokomaru,Waiparapara,"Pewhairangi Street, Tokomaru Bay"
06015079,Te Wh?nau a Te Aotawarirangi,Te Ariuru,"Waima Road, Tokomaru Bay"
06015080,Te Wh?nau a Te Rangipureora,Puketawai,"Kaiaua Road, Tolaga Bay"
06015081,Ng?ti Konohi,Te Poho o Rawiri,"Queens Drive, Kait?"
06015082,Ng?ti Konohi,Wh?ng?r?,"368 P? Road, Wh?ng?r?"
06015083,Ng?ti Oneone,Te Poho o Rawiri,"Queens Drive, Kait?"
