01195001,,Kawa,"Kawa Bay, Aotea / Great Barrier Island"
01195002,,Matap?uri,"Mackie Place, Matap?uri Bay"
01195003,,Motairehe,"Katherine Bay, Aotea / Great Barrier Island"
01195004,,Whanan?ki,"1836 Whananaki North Road, Whananaki"
