04125001,Ng?ti Mataarae,Mataarae,"Mataarae Marae Road, Reporoa"
04125002,Ng?ti Rahurahu,Waimahana (Marapounamu),"Mihi Bridge, SH 5, Reporoa"
04125003,Ng?ti Tahu,?h?k?,"249 Piripiri Road, Reporoa"
04125004,Ng?ti Te Rama,Te Toke,"Te Toke Road, Reporoa"
04125005,Ng?ti Whaoa,Mataarae,"Mataarae Marae Road, Reporoa"
04125006,Ng?ti Whaoa,Te Toke,"Te Toke Road, Reporoa"
