04135001,Ng?ti M?kino,?tamar?kau,"SH 2, ?tamar?kau"
04135002,Ng?ti M?kino,Te Awhe o te Rangi,"Te Awhe Road, Maket?"
04135003,Ng?ti Te Awhe,?tamar?kau,"SH 2, ?tamar?kau"
04135004,Ng?ti Te Awhe,Te Awhe o te Rangi,"Te Awhe Road, Maket?"
