01135001,Ng?ti Hine,Puatahi,"3485 SH 16, Glorit"
01135002,Ng?ti R?ngo (Rongo),Araparera (Te Aroha P?),"SH 16, Araparera"
01135003,Ng?ti R?ngo (Rongo),Kakanui,"SH 16, K?k?nui"
01135004,Ng?ti R?ngo (Rongo),Puatahi,"3485 SH 16, Glorit"
01135005,Ng?ti Wh?tua T?turu,Haranui (Otakanini),"Haranui Road, Parakai"
01135006,Te Tao?,Haranui (Otakanini),"Haranui Road, Parakai"
01135007,Te Tao?,Reweti,"1283 SH 16, Reweti"
