09045001,Ng?i Te Ngahoa,Winiata,"5035 SH 1, Taihape"
09045002,Ng?ti Haukaha,T?huhu,"24 Taraketi Road, Rata"
09045003,Ng?ti Hinemanu,Winiata,"5035 SH 1, Taihape"
09045004,Ng?ti Ruaanga,R?t? (Te Hou Hou / Potaka),"Te Hou Hou Road, Rata"
09045005,Ng?ti Tamateraka,R?t? (Te Hou Hou / Potaka),"Te Hou Hou Road, Rata"
