08025001,Ng?riki,Te Upoko o te Whenua,"1708 Tarata Road, Tarata"
08025002,Ng?ti Hinem?kai,Te Upoko o te Whenua,"1708 Tarata Road, Tarata"
08025003,Ng?ti K?pu,Te Upoko o te Whenua,"1708 Tarata Road, Tarata"
08025004,Ng?ti Kui,Te Upoko o te Whenua,"1708 Tarata Road, Tarata"
08025005,Ng?ti Maruwharanui,Te Upoko o te Whenua,"1708 Tarata Road, Tarata"
08025006,Ng?ti Tamakehu,Te Upoko o te Whenua,"1708 Tarata Road, Tarata"
08025007,Ng?ti Tamat?pui,Te Upoko o te Whenua,"1708 Tarata Road, Tarata"
08025008,Ng?ti Te Ika,Te Upoko o te Whenua,"1708 Tarata Road, Tarata"
08025009,Ng?ti K?pua,Te Upoko o te Whenua,"1708 Tarata Road, Tarata"
