08045001,Ng?riki,Te Upoko o te Whenua,"1708 Tarata Road, Tarata"
08045002,Ng?ti Hinem?kai,Te Upoko o te Whenua,"1708 Tarata Road, Tarata"
08045003,Ng?ti K?pu / K?pua,Te Upoko o te Whenua,"1708 Tarata Road, Tarata"
08045004,Ng?ti Kui,Te Upoko o te Whenua,"1708 Tarata Road, Tarata"
08045005,Ng?ti Maruwharanui,Te Upoko o te Whenua,"1708 Tarata Road, Tarata"
08045006,Ng?ti Tamakehu,Te Upoko o te Whenua,"1708 Tarata Road, Tarata"
08045007,Ng?ti Tamat?pui,Te Upoko o te Whenua,"1708 Tarata Road, Tarata"
08045008,Ng?ti Te Ika,Te Upoko o te Whenua,"1708 Tarata Road, Tarata"
